material_id,cif_path,target
mp-1184276,../cifs_all/mp_1184276.cif,-0.075069464
mp-554793,../cifs_all/mp_554793.cif,-1.709524903
mp-1234264,../cifs_all/mp_1234264.cif,-2.010220641
mp-1040392,../cifs_all/mp_1040392.cif,-2.92175121
mp-1073061,../cifs_all/mp_1073061.cif,0.2048459395
mp-611517,../cifs_all/mp_611517.cif,0.0057807
mp-1273342,../cifs_all/mp_1273342.cif,-1.588930115
mp-1217492,../cifs_all/mp_1217492.cif,-0.054538289
mp-1222495,../cifs_all/mp_1222495.cif,-0.075670953
mp-1025836,../cifs_all/mp_1025836.cif,-0.461567781
mp-1110722,../cifs_all/mp_1110722.cif,-0.831397474
mp-573523,../cifs_all/mp_573523.cif,-0.769955628
mp-561346,../cifs_all/mp_561346.cif,-2.686143879
mp-1204081,../cifs_all/mp_1204081.cif,-0.314149938
mp-672681,../cifs_all/mp_672681.cif,-0.129359108
mp-1112931,../cifs_all/mp_1112931.cif,-1.456071033
mp-733655,../cifs_all/mp_733655.cif,-1.756798743
mp-2714728,../cifs_all/mp_2714728.cif,-3.098881072
mp-1183832,../cifs_all/mp_1183832.cif,-1.254651696
mp-863397,../cifs_all/mp_863397.cif,-2.521807284
mp-1223356,../cifs_all/mp_1223356.cif,-3.413475927
mp-1034352,../cifs_all/mp_1034352.cif,-2.549920995
mp-2713709,../cifs_all/mp_2713709.cif,-2.354905516
mp-1111588,../cifs_all/mp_1111588.cif,-1.5766262
mp-1175425,../cifs_all/mp_1175425.cif,-1.831098048
mp-1020709,../cifs_all/mp_1020709.cif,-2.724728475
mp-850757,../cifs_all/mp_850757.cif,-2.360643232
mp-676083,../cifs_all/mp_676083.cif,-1.865142462
mp-676049,../cifs_all/mp_676049.cif,-3.226841656
mp-505262,../cifs_all/mp_505262.cif,-2.243116856
mp-1223432,../cifs_all/mp_1223432.cif,-2.654021139
mp-756230,../cifs_all/mp_756230.cif,-2.067485309
mp-1198276,../cifs_all/mp_1198276.cif,-0.547257122
mp-2218666,../cifs_all/mp_2218666.cif,-1.555719457
mp-744002,../cifs_all/mp_744002.cif,-0.738497132
mp-1194448,../cifs_all/mp_1194448.cif,-1.300489905
mp-28352,../cifs_all/mp_28352.cif,-1.00502849
mp-1188839,../cifs_all/mp_1188839.cif,-0.561880037
mp-1262001,../cifs_all/mp_1262001.cif,-2.326478675
mp-1079468,../cifs_all/mp_1079468.cif,-0.434689381
mp-1384267,../cifs_all/mp_1384267.cif,-1.787116491
mp-1033087,../cifs_all/mp_1033087.cif,-2.759277975
mp-556172,../cifs_all/mp_556172.cif,-1.850195486
mp-1217442,../cifs_all/mp_1217442.cif,-0.422199258
mp-1077883,../cifs_all/mp_1077883.cif,-0.611078534
mp-779589,../cifs_all/mp_779589.cif,-1.911522471
mp-777676,../cifs_all/mp_777676.cif,-2.994653915
mp-1209721,../cifs_all/mp_1209721.cif,0.086873253
mp-1198129,../cifs_all/mp_1198129.cif,-3.002844181
mp-1194395,../cifs_all/mp_1194395.cif,-2.145341066
mp-900,../cifs_all/mp_900.cif,-0.313847861
mp-2230104,../cifs_all/mp_2230104.cif,-1.447737265
mp-12985,../cifs_all/mp_12985.cif,-0.326398787
mp-821,../cifs_all/mp_821.cif,-2.895263834
mp-1096347,../cifs_all/mp_1096347.cif,4.480128409587636
mp-1213888,../cifs_all/mp_1213888.cif,-2.42123987
mp-1183490,../cifs_all/mp_1183490.cif,-0.556925217
mp-568,../cifs_all/mp_568.cif,-0.408970596
mp-1235576,../cifs_all/mp_1235576.cif,-3.100772242
mp-30821,../cifs_all/mp_30821.cif,-0.761717972
mp-1043347,../cifs_all/mp_1043347.cif,-1.776998608
mp-532334,../cifs_all/mp_532334.cif,-2.169498392
mp-1233412,../cifs_all/mp_1233412.cif,-2.886062261
mp-754224,../cifs_all/mp_754224.cif,-1.971224267
mp-770865,../cifs_all/mp_770865.cif,-1.792503463
mp-1041202,../cifs_all/mp_1041202.cif,-2.739009411
mp-732039,../cifs_all/mp_732039.cif,-0.950299278
mp-1208611,../cifs_all/mp_1208611.cif,-0.152467711
mp-1225861,../cifs_all/mp_1225861.cif,-0.627108849
mp-1190569,../cifs_all/mp_1190569.cif,-1.86270976
mp-1195478,../cifs_all/mp_1195478.cif,-1.251116915
mp-1189325,../cifs_all/mp_1189325.cif,-2.793631043
mp-1214033,../cifs_all/mp_1214033.cif,-0.457959837
mp-2231549,../cifs_all/mp_2231549.cif,-3.236228595
mp-1222030,../cifs_all/mp_1222030.cif,-1.903193429
mp-720570,../cifs_all/mp_720570.cif,-1.539804418
mp-1194267,../cifs_all/mp_1194267.cif,-1.101937984
mp-1186306,../cifs_all/mp_1186306.cif,-0.614731419
mp-1520390,../cifs_all/mp_1520390.cif,-3.002975985
mp-28691,../cifs_all/mp_28691.cif,-0.626391921
mp-25436,../cifs_all/mp_25436.cif,-3.162325139
mp-1215832,../cifs_all/mp_1215832.cif,-1.040941617
mp-675383,../cifs_all/mp_675383.cif,-1.108653608
mp-1220250,../cifs_all/mp_1220250.cif,-1.664530002
mp-1048023,../cifs_all/mp_1048023.cif,-1.900669456
mp-1044241,../cifs_all/mp_1044241.cif,-2.599038342
