material_id,cif_path,target
mp-1184276,../cifs_all/mp_1184276.cif,-0.075069464
mp-554793,../cifs_all/mp_554793.cif,-1.709524903
mp-1234264,../cifs_all/mp_1234264.cif,-2.010220641
mp-1040392,../cifs_all/mp_1040392.cif,-2.92175121
mp-1073061,../cifs_all/mp_1073061.cif,0.2048459395
mp-611517,../cifs_all/mp_611517.cif,0.0057807
mp-1273342,../cifs_all/mp_1273342.cif,-1.588930115
mp-1217492,../cifs_all/mp_1217492.cif,-0.054538289
mp-1222495,../cifs_all/mp_1222495.cif,-0.075670953
mp-1025836,../cifs_all/mp_1025836.cif,-0.461567781
mp-1110722,../cifs_all/mp_1110722.cif,-0.831397474
mp-573523,../cifs_all/mp_573523.cif,-0.769955628
mp-561346,../cifs_all/mp_561346.cif,-2.686143879
mp-1204081,../cifs_all/mp_1204081.cif,-0.314149938
mp-672681,../cifs_all/mp_672681.cif,-0.129359108
mp-1112931,../cifs_all/mp_1112931.cif,-1.456071033
mp-733655,../cifs_all/mp_733655.cif,-1.756798743
mp-2714728,../cifs_all/mp_2714728.cif,-3.098881072
mp-1183832,../cifs_all/mp_1183832.cif,-1.254651696
mp-863397,../cifs_all/mp_863397.cif,-2.521807284
mp-1223356,../cifs_all/mp_1223356.cif,-3.413475927
mp-1034352,../cifs_all/mp_1034352.cif,-2.549920995
mp-2713709,../cifs_all/mp_2713709.cif,-2.354905516
mp-1111588,../cifs_all/mp_1111588.cif,-1.5766262
mp-1175425,../cifs_all/mp_1175425.cif,-1.831098048
mp-1020709,../cifs_all/mp_1020709.cif,-2.724728475
mp-850757,../cifs_all/mp_850757.cif,-2.360643232
mp-676083,../cifs_all/mp_676083.cif,-1.865142462
mp-676049,../cifs_all/mp_676049.cif,-3.226841656
mp-505262,../cifs_all/mp_505262.cif,-2.243116856
mp-1223432,../cifs_all/mp_1223432.cif,-2.654021139
mp-756230,../cifs_all/mp_756230.cif,-2.067485309
